index,timestamp,well,name,value
4351,04/18/2025 13:36:18,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4365,04/18/2025 13:36:18,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4450,04/18/2025 13:36:18,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4497,04/18/2025 13:36:18,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4645,04/18/2025 13:36:40,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4692,04/18/2025 13:36:40,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4722,04/18/2025 13:36:42,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4769,04/18/2025 13:36:42,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4873,04/18/2025 13:36:54,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4920,04/18/2025 13:36:54,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
4954,04/18/2025 13:36:59,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
5001,04/18/2025 13:36:59,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
5218,04/18/2025 13:37:01,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5241,04/18/2025 13:37:01,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5264,04/18/2025 13:37:01,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5311,04/18/2025 13:37:02,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5362,04/18/2025 13:37:06,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5409,04/18/2025 13:37:07,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5443,04/18/2025 13:37:10,1,Output : Volume Dispensed,250
5481,04/18/2025 13:37:14,1,Output : Volume Dispensed,2200
5526,04/18/2025 13:37:18,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
5573,04/18/2025 13:37:18,1,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 1"
6822,04/18/2025 13:38:02,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
6845,04/18/2025 13:38:02,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
6885,04/18/2025 13:38:03,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
6932,04/18/2025 13:38:03,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
7003,04/18/2025 13:38:14,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
7050,04/18/2025 13:38:14,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
7091,04/18/2025 13:38:18,1,Output : Volume Dispensed,250
7111,04/18/2025 13:38:22,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
7158,04/18/2025 13:38:22,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
8645,04/18/2025 13:39:07,2,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
8659,04/18/2025 13:39:07,2,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
8744,04/18/2025 13:39:07,2,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
