index,timestamp,well,name,value
21245,05/13/2025 12:19:14,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21259,05/13/2025 12:19:14,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21344,05/13/2025 12:19:14,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21391,05/13/2025 12:19:14,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21539,05/13/2025 12:19:36,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21586,05/13/2025 12:19:36,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21616,05/13/2025 12:19:38,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21663,05/13/2025 12:19:38,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21767,05/13/2025 12:19:50,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21814,05/13/2025 12:19:50,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21848,05/13/2025 12:19:55,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
21895,05/13/2025 12:19:55,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
22112,05/13/2025 12:19:57,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22135,05/13/2025 12:19:57,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22158,05/13/2025 12:19:57,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22205,05/13/2025 12:19:57,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22256,05/13/2025 12:20:02,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22303,05/13/2025 12:20:02,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22337,05/13/2025 12:20:06,5,Output : Volume Dispensed,250
22375,05/13/2025 12:20:10,5,Output : Volume Dispensed,2200
22420,05/13/2025 12:20:14,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
22467,05/13/2025 12:20:14,5,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 5"
23806,05/13/2025 12:21:01,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
23829,05/13/2025 12:21:01,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
23869,05/13/2025 12:21:01,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
23916,05/13/2025 12:21:01,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
23987,05/13/2025 12:21:12,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
24034,05/13/2025 12:21:13,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
24075,05/13/2025 12:21:16,1,Output : Volume Dispensed,250
24095,05/13/2025 12:21:20,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
24142,05/13/2025 12:21:20,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
25752,05/13/2025 12:22:05,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
25766,05/13/2025 12:22:05,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
25851,05/13/2025 12:22:05,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
25898,05/13/2025 12:22:06,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26046,05/13/2025 12:22:27,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26093,05/13/2025 12:22:27,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26123,05/13/2025 12:22:29,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26170,05/13/2025 12:22:29,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26274,05/13/2025 12:22:41,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26321,05/13/2025 12:22:41,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26355,05/13/2025 12:22:46,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26402,05/13/2025 12:22:46,6,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
26663,05/13/2025 12:22:50,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
26686,05/13/2025 12:22:50,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
26709,05/13/2025 12:22:50,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
26756,05/13/2025 12:22:50,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
26807,05/13/2025 12:22:55,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
26854,05/13/2025 12:22:55,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
26888,05/13/2025 12:22:59,6,Output : Volume Dispensed,250
26926,05/13/2025 12:23:03,6,Output : Volume Dispensed,2200
26971,05/13/2025 12:23:07,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
27018,05/13/2025 12:23:07,6,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 6"
28313,05/13/2025 12:23:52,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28336,05/13/2025 12:23:52,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28376,05/13/2025 12:23:52,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28423,05/13/2025 12:23:53,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28494,05/13/2025 12:24:04,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28541,05/13/2025 12:24:04,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28582,05/13/2025 12:24:08,5,Output : Volume Dispensed,250
28602,05/13/2025 12:24:11,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
28649,05/13/2025 12:24:11,5,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 2, 1"
30319,05/13/2025 12:24:58,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30333,05/13/2025 12:24:58,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30418,05/13/2025 12:24:58,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30465,05/13/2025 12:24:58,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30613,05/13/2025 12:25:20,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30660,05/13/2025 12:25:20,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30690,05/13/2025 12:25:22,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30737,05/13/2025 12:25:22,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30841,05/13/2025 12:25:33,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30888,05/13/2025 12:25:34,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30922,05/13/2025 12:25:39,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
30969,05/13/2025 12:25:39,7,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
31186,05/13/2025 12:25:41,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31209,05/13/2025 12:25:41,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31232,05/13/2025 12:25:41,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31279,05/13/2025 12:25:41,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31330,05/13/2025 12:25:46,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31377,05/13/2025 12:25:46,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31411,05/13/2025 12:25:50,7,Output : Volume Dispensed,250
31449,05/13/2025 12:25:54,7,Output : Volume Dispensed,2200
31494,05/13/2025 12:25:58,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
31541,05/13/2025 12:25:58,7,Input : Substrate,"Rack 6x15 ICP robotic, Deck 16-17 Waste 1, 1, 7"
32836,05/13/2025 12:26:43,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
32859,05/13/2025 12:26:43,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
32899,05/13/2025 12:26:43,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
32946,05/13/2025 12:26:43,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
33017,05/13/2025 12:26:55,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
33064,05/13/2025 12:26:55,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
33105,05/13/2025 12:26:58,1,Output : Volume Dispensed,250
33125,05/13/2025 12:27:02,1,Input : Substrate,"Rack 3x4 six Kaufmann H-cells, Deck 12-13 Heat-Cool-Stir 1, 1, 1"
