index,plate from,well from,native_from,plate to,well to,native to,volume,chaser,map,solvent (from),standard (from),volume (from),solvent (to),standard (to),volume (to),"Y, ppm"
1,plate1,A1,A1,ICP1,A1,F1,250,2200,9,0.0024999999999999467,0.9975,100000.0,0.8979591836734694,0.10204081632653061,2450.0,1.0204081632653061
2,plate1,B1,B1,ICP1,A2,F2,250,2200,12,0.0024999999999999467,0.9975,100000.0,0.8979591836734694,0.10204081632653061,2450.0,1.0204081632653061
