index,plate from,well from,native_from,plate to,well to,native to,volume,chaser,map,solvent (from),standard (from),volume (from),solvent (to),standard (to),volume (to),"Y, ppm"
34,plate1,B1,B1,ICP1,C8,D8,250,2200,142,0.041660532632536364,0.9583394673674637,100000.0,0.9019651713602922,0.0980348286397078,2450.0,0.9803482863970782
35,plate1,A1,A1,ICP1,C9,D9,250,2200,146,0.044056381300954975,0.9559436186990451,100000.0,0.9022102584318915,0.09778974156810855,2450.0,0.9778974156810856
36,plate1,B1,B1,ICP1,C10,D10,250,2200,150,0.044056381300954975,0.9559436186990451,100000.0,0.9022102584318915,0.09778974156810855,2450.0,0.9778974156810856
37,plate1,A1,A1,ICP1,C11,D11,250,2200,154,0.04644624034770253,0.9535537596522975,100000.0,0.9024547327858117,0.09754526721418828,2450.0,0.9754526721418828
38,plate1,B1,B1,ICP1,C12,D12,250,2200,158,0.04644624034770253,0.9535537596522975,100000.0,0.9024547327858117,0.09754526721418828,2450.0,0.9754526721418828
39,plate1,A1,A1,ICP1,C13,D13,250,2200,162,0.04883012474683322,0.9511698752531668,100000.0,0.9026985959538472,0.09730140404615281,2450.0,0.9730140404615283
40,plate1,B1,B1,ICP1,C14,D14,250,2200,166,0.04883012474683322,0.9511698752531668,100000.0,0.9026985959538472,0.09730140404615281,2450.0,0.9730140404615283
41,plate1,A1,A1,ICP1,C15,D15,250,2200,170,0.05120804943496609,0.9487919505650338,100000.0,0.9029418494639626,0.09705815053603743,2450.0,0.9705815053603745
42,plate1,B1,B1,ICP1,D1,C1,250,2200,174,0.05120804943496609,0.9487919505650338,100000.0,0.9029418494639626,0.09705815053603743,2450.0,0.9705815053603745
43,plate1,A1,A1,ICP1,D2,C2,250,2200,178,0.053580029311378626,0.9464199706886213,100000.0,0.9031844948403026,0.09681550515969733,2450.0,0.9681550515969736
44,plate1,B1,B1,ICP1,D3,C3,250,2200,182,0.053580029311378626,0.9464199706886213,100000.0,0.9031844948403026,0.09681550515969733,2450.0,0.9681550515969736
45,plate1,A1,A1,ICP1,D4,C4,250,2200,186,0.055946079238100126,0.9440539207618998,100000.0,0.9034265336032019,0.09657346639679809,2450.0,0.9657346639679812
46,plate1,B1,B1,ICP1,D5,C5,250,2200,190,0.055946079238100126,0.9440539207618998,100000.0,0.9034265336032019,0.09657346639679809,2450.0,0.9657346639679812
47,plate1,A1,A1,ICP1,D6,C6,250,2200,194,0.05830621404000483,0.9416937859599951,100000.0,0.9036679672691939,0.0963320327308061,2450.0,0.9633203273080613
48,plate1,B1,B1,ICP1,D7,C7,250,2200,198,0.05830621404000483,0.9416937859599951,100000.0,0.9036679672691939,0.0963320327308061,2450.0,0.9633203273080613
49,plate1,A1,A1,ICP1,D8,C8,250,2200,202,0.06066044850490476,0.9393395514950952,100000.0,0.9039087973510209,0.0960912026489791,2450.0,0.9609120264897911
50,plate1,B1,B1,ICP1,D9,C9,250,2200,206,0.06066044850490476,0.9393395514950952,100000.0,0.9039087973510209,0.0960912026489791,2450.0,0.9609120264897911
51,plate1,A1,A1,ICP1,D10,C10,250,2200,210,0.06300879738364246,0.9369912026163575,100000.0,0.9041490253576433,0.09585097464235666,2450.0,0.9585097464235667
52,plate1,B1,B1,ICP1,D11,C11,250,2200,214,0.06300879738364246,0.9369912026163575,100000.0,0.9041490253576433,0.09585097464235666,2450.0,0.9585097464235667
53,plate1,A1,A1,ICP1,D12,C12,250,2200,218,0.0653512753901833,0.9346487246098166,100000.0,0.9043886527942492,0.09561134720575076,2450.0,0.9561134720575077
54,plate1,B1,B1,ICP1,D13,C13,250,2200,222,0.0653512753901833,0.9346487246098166,100000.0,0.9043886527942492,0.09561134720575076,2450.0,0.9561134720575077
55,plate1,A1,A1,ICP1,D14,C14,250,2200,226,0.0676878972017078,0.9323121027982921,100000.0,0.9046276811622636,0.09537231883773639,2450.0,0.953723188377364
56,plate1,B1,B1,ICP1,D15,C15,250,2200,230,0.0676878972017078,0.9323121027982921,100000.0,0.9046276811622636,0.09537231883773639,2450.0,0.953723188377364
57,plate1,A1,A1,ICP1,E1,B1,250,2200,234,0.07001867745870348,0.9299813225412964,100000.0,0.904866111959358,0.09513388804064206,2450.0,0.9513388804064208
58,plate1,B1,B1,ICP1,E2,B2,250,2200,238,0.07001867745870348,0.9299813225412964,100000.0,0.904866111959358,0.09513388804064206,2450.0,0.9513388804064208
59,plate1,A1,A1,ICP1,E3,B3,250,2200,242,0.07234363076505668,0.9276563692349432,100000.0,0.9051039466794595,0.09489605332054045,2450.0,0.9489605332054049
60,plate1,B1,B1,ICP1,E4,B4,250,2200,246,0.07234363076505668,0.9276563692349432,100000.0,0.9051039466794595,0.09489605332054045,2450.0,0.9489605332054049
61,plate1,A1,A1,ICP1,E5,B5,250,2200,250,0.07466277168814399,0.9253372283118559,100000.0,0.9053411868127609,0.09465881318723911,2450.0,0.9465881318723912
62,plate1,B1,B1,ICP1,E6,B6,250,2200,254,0.07466277168814399,0.9253372283118559,100000.0,0.9053411868127609,0.09465881318723911,2450.0,0.9465881318723912
63,plate1,A1,A1,ICP1,E7,B7,250,2200,258,0.07697611475892358,0.9230238852410764,100000.0,0.905577833845729,0.09442216615427101,2450.0,0.9442216615427103
64,plate1,B1,B1,ICP1,E8,B8,250,2200,262,0.07697611475892358,0.9230238852410764,100000.0,0.905577833845729,0.09442216615427101,2450.0,0.9442216615427103
65,plate1,A1,A1,ICP1,E9,B9,250,2200,266,0.07928367447202622,0.9207163255279738,100000.0,0.9058138892611146,0.09418611073888535,2450.0,0.9418611073888535
66,plate1,B1,B1,ICP1,E10,B10,250,2200,270,0.07928367447202622,0.9207163255279738,100000.0,0.9058138892611146,0.09418611073888535,2450.0,0.9418611073888535
67,plate1,A1,A1,ICP1,E11,B11,250,2200,274,0.0815854652858461,0.9184145347141539,100000.0,0.9060493545379619,0.09395064546203814,2450.0,0.9395064546203815
68,plate1,B1,B1,ICP1,E12,B12,250,2200,278,0.0815854652858461,0.9184145347141539,100000.0,0.9060493545379619,0.09395064546203814,2450.0,0.9395064546203815
69,plate1,A1,A1,ICP1,E13,B13,250,2200,282,0.08388150162263144,0.9161184983773686,100000.0,0.9062842311516169,0.09371576884838305,2450.0,0.9371576884838306
70,plate1,B1,B1,ICP1,E14,B14,250,2200,286,0.08388150162263144,0.9161184983773686,100000.0,0.9062842311516169,0.09371576884838305,2450.0,0.9371576884838306
71,plate1,A1,A1,ICP1,E15,B15,250,2200,290,0.08617179786857482,0.9138282021314252,100000.0,0.9065185205737379,0.0934814794262621,2450.0,0.9348147942626212
72,plate1,B1,B1,ICP1,F1,A1,250,2200,294,0.08617179786857482,0.9138282021314252,100000.0,0.9065185205737379,0.0934814794262621,2450.0,0.9348147942626212
73,plate1,A1,A1,ICP1,F2,A2,250,2200,298,0.08845636837390333,0.9115436316260968,100000.0,0.9067522242723035,0.09324777572769645,2450.0,0.9324777572769647
74,plate1,B1,B1,ICP1,F3,A3,250,2200,302,0.08845636837390333,0.9115436316260968,100000.0,0.9067522242723035,0.09324777572769645,2450.0,0.9324777572769647
75,plate1,A1,A1,ICP1,F4,A4,250,2200,306,0.09073522745296853,0.9092647725470315,100000.0,0.9069853437116228,0.09301465628837723,2450.0,0.9301465628837723
76,plate1,B1,B1,ICP1,F5,A5,250,2200,310,0.09073522745296853,0.9092647725470315,100000.0,0.9069853437116228,0.09301465628837723,2450.0,0.9301465628837723
77,plate1,A1,A1,ICP1,F6,A6,250,2200,314,0.09300838938433606,0.906991610615664,100000.0,0.9072178803523437,0.09278211964765629,2450.0,0.9278211964765629
78,plate1,B1,B1,ICP1,F7,A7,250,2200,318,0.09300838938433606,0.906991610615664,100000.0,0.9072178803523437,0.09278211964765629,2450.0,0.9278211964765629
79,plate1,A1,A1,ICP1,F8,A8,250,2200,322,0.09527586841087517,0.9047241315891249,100000.0,0.9074498356514629,0.09255016434853715,2450.0,0.9255016434853715
80,plate1,B1,B1,ICP1,F9,A9,250,2200,326,0.09527586841087517,0.9047241315891249,100000.0,0.9074498356514629,0.09255016434853715,2450.0,0.9255016434853715
81,plate1,A1,A1,ICP1,F10,A10,250,2200,330,0.09753767873984794,0.9024623212601521,100000.0,0.9076812110623342,0.0923187889376658,2450.0,0.9231878893766581
82,plate1,B1,B1,ICP1,F11,A11,250,2200,334,0.09753767873984794,0.9024623212601521,100000.0,0.9076812110623342,0.0923187889376658,2450.0,0.9231878893766581
83,plate1,A1,A1,ICP1,F12,A12,250,2200,338,0.09979383454299827,0.9002061654570018,100000.0,0.9079120080346783,0.09208799196532165,2450.0,0.9208799196532164
84,plate1,B1,B1,ICP1,F13,A13,250,2200,342,0.09979383454299827,0.9002061654570018,100000.0,0.9079120080346783,0.09208799196532165,2450.0,0.9208799196532164
85,plate1,A1,A1,ICP1,F14,A14,250,2200,346,0.10204434995664073,0.8979556500433594,100000.0,0.9081422280145917,0.09185777198540836,2450.0,0.9185777198540834
86,plate1,B1,B1,ICP1,F15,A15,250,2200,350,0.10204434995664073,0.8979556500433594,100000.0,0.9081422280145917,0.09185777198540836,2450.0,0.9185777198540834
