Index	Action Index	Error	Time	Library ID	Well Position	Script Class	Script Function	Active Script	Action	Comment	Parameter Name	Parameter Value	Message	
13510	1108	False	04/18/2025 18:34:06.905			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13511	1108	False	04/18/2025 18:34:06.905			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
13512	1108	False	04/18/2025 18:34:06.905			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Index	118		
13513	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13514	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Source Name	solvent		
13515	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library Name	ICP1		
13516	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library ID	7258		
13517	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Amounts	2200		
13518	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
13519	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Rows	2		
13520	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Columns	14		
13521	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Tags	Chaser,Backsolvent		
13522	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Tags	2		
13523	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Type	Uniform		
13524	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
13525	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
13526	1108	False	04/18/2025 18:34:06.923			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Description	Add 2200 ul solvent to ICP1 (B14) in ul		
13527	1109	False	04/18/2025 18:34:06.924			MovePlateBlock	Execute	ASMain	Get Map Type					
13528	1109	False	04/18/2025 18:34:06.924			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	119		
13529	1109	False	04/18/2025 18:34:06.924			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13530	1109	False	04/18/2025 18:34:06.931			MovePlateBlock	Execute	ASMain	Get Map Type					
13531	1109	False	04/18/2025 18:34:06.931			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13532	1109	False	04/18/2025 18:34:06.931			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	0		
13533	1109	False	04/18/2025 18:34:06.931			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	0		
13534	1109	False	04/18/2025 18:34:06.931			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	1		
13535	1110	False	04/18/2025 18:34:06.932			MovePlateBlock	Execute	ASMain	Get Source Array Map Info					
13536	1110	False	04/18/2025 18:34:06.932			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Input : MapsCollection	(VT_UNKNOWN)		
13537	1110	False	04/18/2025 18:34:06.932			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Input : Index	119		
13538	1110	False	04/18/2025 18:34:06.932			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Input : LibraryCollection	(VT_UNKNOWN)		
13539	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info					
13540	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : SourceName	plate1		
13541	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : LibraryName	ICP1		
13542	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : LibID	7258		
13543	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : Tags	SyringePump,SingleTip		
13544	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : NumberOfTags	2		
13545	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : MapType	Uniform		
13546	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : SourceRowsArray	1		
13547	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : SourceColumnsArray	1		
13548	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : DestinationRowsArray	2		
13549	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : DestinationColumnsArray	14		
13550	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : MapAmountsArray	250		
13551	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : NumberOfAmounts	1		
13552	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : UnitDispensed	microliters		
13553	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : DesignUnit	microliters		
13554	1110	False	04/18/2025 18:34:06.950			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : Description	Add 250 ul 7256: plate1 (A1) to ICP1 (B14) in ul		
13555	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source					
13556	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Source Name	plate1		
13557	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Amount To Be Removed	0		
13558	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Units	undefined		
13559	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Update Chemical Manager?	No		
13560	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter Sources?	No		
13561	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter On			
13562	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter Type			
13563	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter Text			
13564	1111	False	04/18/2025 18:34:06.952			MovePlateBlock	Execute	ASMain	Get Source		Input : Units For Amount Remaining	Same As Chemical Manager		
13565	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source					
13566	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Substrate Type	Rack 3x4 six Kaufmann H-cells		
13567	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Substrate Position	Deck 12-13 Heat-Cool-Stir 1		
13568	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Source Row	0		
13569	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Source Column	0		
13570	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Source Well Position	0		
13571	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Valve Resource			
13572	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Valve Position	0		
13573	1111	False	04/18/2025 18:34:06.979			MovePlateBlock	Execute	ASMain	Get Source		Output : Amount Remaining	-3.40282346638529E+38		
13574	1112	False	04/18/2025 18:34:06.980			MovePlateBlock	Execute	ASMain	Get Map Type					
13575	1112	False	04/18/2025 18:34:06.980			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	120		
13576	1112	False	04/18/2025 18:34:06.980			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13577	1112	False	04/18/2025 18:34:06.987			MovePlateBlock	Execute	ASMain	Get Map Type					
13578	1112	False	04/18/2025 18:34:06.987			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13579	1112	False	04/18/2025 18:34:06.987			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	1		
13580	1112	False	04/18/2025 18:34:06.987			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	0		
13581	1112	False	04/18/2025 18:34:06.987			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	0		
13582	1113	False	04/18/2025 18:34:06.989			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13583	1113	False	04/18/2025 18:34:06.989			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
13584	1113	False	04/18/2025 18:34:06.989			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Index	120		
13585	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13586	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Source Name	solvent		
13587	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library Name	plate1		
13588	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library ID	7256		
13589	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Amounts	250		
13590	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
13591	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Rows	1		
13592	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Columns	1		
13593	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Tags	SyringePump,SingleTip,Backsolvent		
13594	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Tags	3		
13595	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Type	Uniform		
13596	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
13597	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
13598	1113	False	04/18/2025 18:34:07.007			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Description	Add 250 ul solvent to plate1 (A1) in ul		
13599	1114	False	04/18/2025 18:34:07.008			MovePlateBlock	Execute	ASMain	Get Map Type					
13600	1114	False	04/18/2025 18:34:07.008			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	121		
13601	1114	False	04/18/2025 18:34:07.008			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13602	1114	False	04/18/2025 18:34:07.015			MovePlateBlock	Execute	ASMain	Get Map Type					
13603	1114	False	04/18/2025 18:34:07.015			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13604	1114	False	04/18/2025 18:34:07.015			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	0		
13605	1114	False	04/18/2025 18:34:07.015			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	1		
13606	1114	False	04/18/2025 18:34:07.015			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	0		
13607	1115	False	04/18/2025 18:34:07.016			MovePlateBlock	Execute	ASMain	Get Map Type					
13608	1115	False	04/18/2025 18:34:07.016			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	122		
13609	1115	False	04/18/2025 18:34:07.016			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13610	1115	False	04/18/2025 18:34:07.023			MovePlateBlock	Execute	ASMain	Get Map Type					
13611	1115	False	04/18/2025 18:34:07.023			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13612	1115	False	04/18/2025 18:34:07.023			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	1		
13613	1115	False	04/18/2025 18:34:07.023			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	0		
13614	1115	False	04/18/2025 18:34:07.023			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	0		
13615	1116	False	04/18/2025 18:34:07.024			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13616	1116	False	04/18/2025 18:34:07.024			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
13617	1116	False	04/18/2025 18:34:07.024			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Index	122		
13618	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13619	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Source Name	solvent		
13620	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library Name	ICP1		
13621	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library ID	7258		
13622	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Amounts	2200		
13623	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
13624	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Rows	2		
13625	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Columns	15		
13626	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Tags	Chaser,Backsolvent		
13627	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Tags	2		
13628	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Type	Uniform		
13629	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
13630	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
13631	1116	False	04/18/2025 18:34:07.042			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Description	Add 2200 ul solvent to ICP1 (B15) in ul		
13632	1117	False	04/18/2025 18:34:07.043			MovePlateBlock	Execute	ASMain	Get Map Type					
13633	1117	False	04/18/2025 18:34:07.043			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	123		
13634	1117	False	04/18/2025 18:34:07.043			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13635	1117	False	04/18/2025 18:34:07.050			MovePlateBlock	Execute	ASMain	Get Map Type					
13636	1117	False	04/18/2025 18:34:07.050			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13637	1117	False	04/18/2025 18:34:07.050			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	0		
13638	1117	False	04/18/2025 18:34:07.050			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	0		
13639	1117	False	04/18/2025 18:34:07.050			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	1		
13640	1118	False	04/18/2025 18:34:07.051			MovePlateBlock	Execute	ASMain	Get Source Array Map Info					
13641	1118	False	04/18/2025 18:34:07.051			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Input : MapsCollection	(VT_UNKNOWN)		
13642	1118	False	04/18/2025 18:34:07.051			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Input : Index	123		
13643	1118	False	04/18/2025 18:34:07.051			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Input : LibraryCollection	(VT_UNKNOWN)		
13644	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info					
13645	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : SourceName	plate1		
13646	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : LibraryName	ICP1		
13647	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : LibID	7258		
13648	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : Tags	SyringePump,SingleTip		
13649	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : NumberOfTags	2		
13650	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : MapType	Uniform		
13651	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : SourceRowsArray	2		
13652	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : SourceColumnsArray	1		
13653	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : DestinationRowsArray	2		
13654	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : DestinationColumnsArray	15		
13655	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : MapAmountsArray	250		
13656	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : NumberOfAmounts	1		
13657	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : UnitDispensed	microliters		
13658	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : DesignUnit	microliters		
13659	1118	False	04/18/2025 18:34:07.069			MovePlateBlock	Execute	ASMain	Get Source Array Map Info		Output : Description	Add 250 ul 7256: plate1 (B1) to ICP1 (B15) in ul		
13660	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source					
13661	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Source Name	plate1		
13662	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Amount To Be Removed	0		
13663	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Units	undefined		
13664	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Update Chemical Manager?	No		
13665	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter Sources?	No		
13666	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter On			
13667	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter Type			
13668	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Filter Text			
13669	1119	False	04/18/2025 18:34:07.071			MovePlateBlock	Execute	ASMain	Get Source		Input : Units For Amount Remaining	Same As Chemical Manager		
13670	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source					
13671	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Substrate Type	Rack 3x4 six Kaufmann H-cells		
13672	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Substrate Position	Deck 12-13 Heat-Cool-Stir 1		
13673	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Source Row	0		
13674	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Source Column	0		
13675	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Source Well Position	0		
13676	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Valve Resource			
13677	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Valve Position	0		
13678	1119	False	04/18/2025 18:34:07.098			MovePlateBlock	Execute	ASMain	Get Source		Output : Amount Remaining	-3.40282346638529E+38		
13679	1120	False	04/18/2025 18:34:07.100			MovePlateBlock	Execute	ASMain	Get Map Type					
13680	1120	False	04/18/2025 18:34:07.100			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	124		
13681	1120	False	04/18/2025 18:34:07.100			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13682	1120	False	04/18/2025 18:34:07.109			MovePlateBlock	Execute	ASMain	Get Map Type					
13683	1120	False	04/18/2025 18:34:07.109			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13684	1120	False	04/18/2025 18:34:07.109			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	1		
13685	1120	False	04/18/2025 18:34:07.109			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	0		
13686	1120	False	04/18/2025 18:34:07.109			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	0		
13687	1121	False	04/18/2025 18:34:07.111			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13688	1121	False	04/18/2025 18:34:07.111			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
13689	1121	False	04/18/2025 18:34:07.111			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Index	124		
13690	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13691	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Source Name	solvent		
13692	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library Name	plate1		
13693	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library ID	7256		
13694	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Amounts	250		
13695	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
13696	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Rows	2		
13697	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Columns	1		
13698	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Tags	SyringePump,SingleTip,Backsolvent		
13699	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Tags	3		
13700	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Type	Uniform		
13701	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
13702	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
13703	1121	False	04/18/2025 18:34:07.130			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Description	Add 250 ul solvent to plate1 (B1) in ul		
13704	1122	False	04/18/2025 18:34:07.131			MovePlateBlock	Execute	ASMain	Get Map Type					
13705	1122	False	04/18/2025 18:34:07.131			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	125		
13706	1122	False	04/18/2025 18:34:07.131			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13707	1122	False	04/18/2025 18:34:07.137			MovePlateBlock	Execute	ASMain	Get Map Type					
13708	1122	False	04/18/2025 18:34:07.137			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13709	1122	False	04/18/2025 18:34:07.137			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	0		
13710	1122	False	04/18/2025 18:34:07.137			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	1		
13711	1122	False	04/18/2025 18:34:07.137			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	0		
13712	1123	False	04/18/2025 18:34:07.138			MovePlateBlock	Execute	ASMain	Get Map Type					
13713	1123	False	04/18/2025 18:34:07.138			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Index	126		
13714	1123	False	04/18/2025 18:34:07.138			MovePlateBlock	Execute	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
13715	1123	False	04/18/2025 18:34:07.145			MovePlateBlock	Execute	ASMain	Get Map Type					
13716	1123	False	04/18/2025 18:34:07.145			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Map Type	Uniform		
13717	1123	False	04/18/2025 18:34:07.145			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Source Map	1		
13718	1123	False	04/18/2025 18:34:07.145			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Parameter Map	0		
13719	1123	False	04/18/2025 18:34:07.145			MovePlateBlock	Execute	ASMain	Get Map Type		Output : Is Array Map	0		
13720	1124	False	04/18/2025 18:34:07.147			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13721	1124	False	04/18/2025 18:34:07.147			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
13722	1124	False	04/18/2025 18:34:07.147			MovePlateBlock	Execute	ASMain	Get Source Map Info		Input : Index	126		
13723	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info					
13724	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Source Name	solvent		
13725	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library Name	ICP1		
13726	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Library ID	7258		
13727	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Map Amounts	2200		
13728	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
13729	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Rows	3		
13730	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Columns	1		
13731	1124	False	04/18/2025 18:34:07.165			MovePlateBlock	Execute	ASMain	Get Source Map Info		Output : Tags	Chaser,Backsolvent		
