index,plate from,well from,native_from,plate to,well to,native to,volume,chaser,map,mixture1 (from),solvent (from),standard (from),volume (from),mixture1 (to),solvent (to),standard (to),volume (to),"Y, ppm","Na, ppm"
1,plate1,A3,A3,ICP1,A3,F3,250,2200,11,0.004962748446820601,0.0024875621890547706,0.9925496893641246,100500.0,0.0005076657528683092,0.8979591836734694,0.1015331505736623,2450.0,1.1676312315971158,0.10153315057366184
2,plate1,B3,B3,ICP1,A4,F4,250,2200,14,0.004962748446820601,0.0024875621890547706,0.9925496893641246,100500.0,0.0005076657528683092,0.8979591836734694,0.1015331505736623,2450.0,1.1676312315971158,0.10153315057366184
